 Cod. Tipo Entidad ; Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. País ; País ; Cod CCAA ; CCAA ; Cod. Provincia ; Provincia ; Cód. Municipio ; Municipio/Población ; Domicilio ; CP ; Tipo 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 011 ; ALCARRÀS ; CL MAYOR 94 ; 25180 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 013 ; ALFARRÀS ; AV CATALUNYA 18 ; 25120 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 019 ; ALMACELLES ; CL MAJOR 62 ; 25100 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 021 ; ALMENAR ; AV LLEIDA 92 ; 25126 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 023 ; ALPICAT ; CL LLEIDA 44 ; 25110 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 034 ; ARTESA DE SEGRE ; CL BALMES 9 ; 25730 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 038 ; AITONA ; AV 27 GENER 50 ; 25182 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 040 ; BALAGUER ; AV PERE III 39 ; 25600 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 050 ; BELLPUIG ; CL RAMON FOLCH 28 ; 25250 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 058 ; BORGES BLANQUES (LES) ; CL ENSENYANCA 24 ; 25400 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 072 ; CERVERA ; AV CATALUNYA 12 ; 25200 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; RB FERRAN 38 ; 25007 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; CL DOCTORA CASTELLS 1 ; 25001 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; AV PRAT DE LA RIBA 10 ; 25004 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 125 ; LLARDECANS ; CL LORETO 2 ; 25186 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 137 ; MOLLERUSSA ; PZ AJUNTAMENT 2 ; 25230 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 172 ; PONTS ; CR SEU D'URGELL 25 ; 25740 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 189 ; ROSSELLO ; PZ MAJOR 2 ; 25124 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 203 ; SEU D'URGELL (LA) ; CL JOSEP ZULUETA 5 ; 25700 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 207 ; SOLSONA ; PZ DEL CAMP 9 ; 25280 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 210 ; SOSES ; CL SINDICATO 77 ; 25181 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 217 ; TÀRREGA ; PZ CARME 18 ; 25300 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 223 ; TORÀ ; PZ LA CREU SN ; 25750 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 228 ; TORREFARRERA ; CL MAJOR 39 ; 25123 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 230 ; TORREGROSSA ; CL LLEIDA 9 ; 25141 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 234 ; TREMP ; PS DEL VALL 7 ; 25620 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 255 ; VINAIXA ; CR LLEIDA 20 ; 25440 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 912 ; GIMENELLS I EL PLA DE LA FONT ; PZ ESPANYA 3 ; 25112 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 43 ; Tarragona ; 014 ; AMPOSTA ; AV RAPITA 45 ; 43870 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 43 ; Tarragona ; 038 ; CAMBRILS ; CL SINDICAT 2 ; 43850 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 43 ; Tarragona ; 123 ; REUS ; AV PRAT DE LA RIBA 41 ; 43201 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 43 ; Tarragona ; 148 ; TARRAGONA ; CL RAMBLA NOVA 36 ; 43004 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 43 ; Tarragona ; 148 ; TARRAGONA ; CL SANT BENILDO 2 LOCAL C 2 ; 43006 ; Operativas ; 
BP ; BANCOS ; 2085 ; IBERCAJA BANCO, S.A. (2085) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 43 ; Tarragona ; 905 ; SALOU ; CL VIA AUGUSTA 10 ; 43840 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; ZZ DE LA PIETAT, 21  ; 08911 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ BALMES, 280  ; 08006 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; PS PASEO DE GRACIA 00118 ; 08008 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; RB DE CATALUA, 36 S/N ; 08007 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ CORCEGA, 593  ; 08008 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ MIR GERIBERT, 1 S/N ; 08014 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL GRAN DE SANT ANDREU, 178 BAJO 178 ; 08030 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ MALLORCA, 131  ; 08036 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ RAMON TURRO, 204  ; 08005 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ TRAVESSERA DE LES CORTS, 295-297  ; 08029 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 056 ; CASTELLDEFELS ; ZZ ARCADI BALAGUER, 39  ; 08860 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 073 ; CORNELLÀ DE LLOBREGAT ; ZZ MOSSEN JACINTO VERDAGUER, 72-74 S/N ; 08940 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 096 ; GRANOLLERS ; ZZ GIRONA, 23 S/N ; 08400 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 101 ; HOSPITALET DE LLOBREGAT(L') ; ZZ P. DEL RECTOR MOSSEN HOMAR, 18-20 S/N ; 08901 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 121 ; MATARO ; ZZ CAMI RAL, 397 S/N ; 08301 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 169 ; PRAT DE LLOBREGAT (EL) ; ZZ VIRGEN DE MONTSERRAT, 113  ; 08820 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 187 ; SABADELL ; ZZ ALFONSO XIII, 36 S/N ; 08202 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 200 ; SANT BOI DE LLOBREGAT ; ZZ JACINTO VERDAGUER, 105-107 S/N ; 08830 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 205 ; SANT CUGAT DEL VALLÈS ; ZZ FRANCESC MORAGUES, 7-9 S/N ; 08172 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 279 ; TERRASSA ; RB EGARA, 127 S/N ; 08224 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 301 ; VILADECANS ; RB MODOLELL, 13  ; 08840 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 307 ; VILANOVA I LA GELTRU ; RB PRINCIPAL, 126  ; 08800 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 17 ; Girona ; 079 ; GIRONA ; ZZ JAIME I, 41-45  ; 17001 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 25 ; Lleida ; 120 ; LLEIDA ; RB FERRAN, 10  ; 25007 ; Operativas ; 
BP ; BANCOS ; 2095 ; KUTXABANK, S.A. (2095) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 43 ; Tarragona ; 148 ; TARRAGONA ; RB NOVA, 114 S/N ; 43004 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 001 ; ABRERA ; ZZ PASSEIG DE L'ESGLESIA 00001 ; 08630 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 003 ; ALELLA ; RB ÀNGEL GUIMERÀ 22 ; 08328 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 005 ; AMETLLA DEL VALLÈS (L') ; CL TORREGASSA 2 ; 08480 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 006 ; ARENYS DE MAR ; RB BISBE POL 54 ; 08350 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 007 ; ARENYS DE MUNT ; CL RIERA SANT MARTI 18 ; 08358 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 009 ; ARGENTONA ; PZ GRAN 5 ; 08310 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 010 ; ARTES ; CL ROCAFORT 20 ; 08271 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 011 ; AVIÀ ; CL PAU CASALS 48 ; 08610 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 012 ; AVINYO ; PZ MAJOR 13 ; 08279 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 013 ; AVINYONET DEL PENEDÈS ; CL DOCTOR PARELLADA 8 ; 08793 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 014 ; AIGUAFREDA ; CL MAJOR 18 ; 08591 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; PS DE LA SALUT 70 ; 08914 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; RB SANT JOAN 101 ; 08917 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; CL FRANCESC LAYRET 86 ; 08911 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; PZ TRAFALGAR -EDIFICI LLEFIA- S/N ; 08913 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; CL pomar de baix 159 ; 08911 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; CL DELS ARBRES 37 ; 08912 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; CL FRANCESC LAYRET 50 ; 08911 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; CL FRANCESC LAYRET 121 ; 08911 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; AV ALFONS XIII 22 ; 08912 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; CL APENINS 29 ; 08917 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; CL SANT FREDERIC 29 ; 08913 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; AV BUFALA 32 ; 08915 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; CR JOHANN SEBASTIAN BACH 1-3 ; 08914 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 015 ; BADALONA ; AV  DE PRAT DE LA RIBA 00013 ; 08915 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 016 ; BAGÀ ; PZ RAVAL 4 ; 08695 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 017 ; BALENYÀ ; CL MAJOR 8 ; 08550 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 018 ; BALSARENY ; PZ ONZE DE SETEMBRE 2 ; 08660 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ C. JOAN GRIS 00026 ; 08014 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL VALENCIA 398 ; 08013 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ C. SAO PAULO 00006 ; 08030 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL JOSEP PLA 36 ; 08019 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL BALMES 89 ; 08008 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ TRAVESSERA DE LES CORTS 263 ; 08014 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL ANTONIO MACHADO 4 ; 08042 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL industria 137 ; 08025 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL FERRAN 35 ; 08002 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL DIPUTACIÓ 417 ; 08013 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL PI I MARGALL 94 ; 08025 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ PASSEIG VALLDAURA 180 ; 08042 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; PZ DOCTOR LETAMENDI 13 ; 08007 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; PS JOAN DE BORBO 16-18 ; 08003 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL PROVENÇA 142 ; 08036 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL BRUC 29 ; 08010 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; PS SANT JOAN 147 ; 08037 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; RD SANT ANTONI 3 ; 08011 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; ZZ MERCABARNA C. TRANSVERSAL 8 00013 ; 08040 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; RD SANT ANTONI 58 ; 08001 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; AV VELAZQUEZ 11 ; 08023 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL ALCÁNTARA 10 ; 08042 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; PS SANT JOAN 50 ; 08010 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; RB DEL POBLENOU 60 ; 08005 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; AV CLOT 27 ; 08018 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL SANTS 247 ; 08028 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL HORTA 65 ; 08032 ; Operativas ; 
BP ; BANCOS ; 2100 ; CAIXABANK, S.A. (2100) ; ES ; ESPAÑA ; 09 ; CATALUÑA           ; 08 ; Barcelona ; 019 ; BARCELONA ; CL ARAGO 281 ; 08009 ; Operativas ; 
